Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,
7 Series,2019,Asia,Blue,Electric,Automatic,2.6,186658,116104,7161,High,
i3,2011,Africa,Blue,Electric,Manual,4.3,23206,107722,3865,Low,
M3,2011,South America,Grey,Diesel,Automatic,3.9,29272,102840,7067,High,
X5,2021,Africa,Red,Petrol,Manual,2.7,86234,74499,8827,High,
3 Series,2017,Middle East,Red,Diesel,Automatic,4.6,79529,69598,1153,Low,
X1,2010,Europe,Blue,Hybrid,Manual,3.3,12096,43980,7639,High,
X6,2023,Africa,Black,Diesel,Automatic,3.8,1228,86791,2799,Low,
i3,2016,North America,Red,Hybrid,Automatic,3.2,145062,46485,5240,Low,
X3,2014,Europe,Black,Diesel,Manual,3.1,20465,74951,2926,Low,
3 Series,2024,Europe,Silver,Petrol,Manual,4.5,39207,59534,8376,High,
3 Series,2020,Middle East,Red,Hybrid,Manual,2.5,33413,32587,3813,Low,
3 Series,2017,South America,Grey,Electric,Manual,1.6,75932,36482,3518,Low,
5 Series,2010,Asia,Grey,Petrol,Manual,4.6,54961,33249,3246,Low,
X1,2020,Middle East,Blue,Diesel,Manual,4.4,195139,35280,2011,Low,
7 Series,2016,South America,White,Electric,Manual,2.8,52203,79345,4212,Low,
5 Series,2014,North America,Silver,Hybrid,Automatic,2.1,122119,71596,957,Low,
X5,2013,North America,Red,Petrol,Automatic,3.9,180836,31905,539,Low,
X5,2016,Asia,White,Hybrid,Manual,1.8,137729,43301,114,Low,
5 Series,2019,Asia,Black,Diesel,Automatic,3,135427,79068,7862,High,
X3,2024,Europe,Grey,Hybrid,Automatic,1.8,49110,70162,5189,Low,
X1,2011,Asia,Grey,Electric,Automatic,3.6,34452,75842,4379,Low,
X6,2021,Africa,Black,Hybrid,Automatic,1.6,187188,65433,6275,Low,
X3,2024,North America,White,Petrol,Automatic,3.7,32487,112999,1328,Low,
M3,2010,Africa,White,Diesel,Automatic,3.9,7069,73780,9590,High,
X6,2010,South America,Blue,Petrol,Manual,3.2,137888,111475,6155,Low,
X3,2020,North America,Silver,Petrol,Automatic,2.1,196245,83889,8341,High,
X6,2021,Middle East,Grey,Hybrid,Manual,1.9,150021,88658,4216,Low,
X1,2010,Asia,Grey,Petrol,Manual,2.6,197203,98998,4661,Low,
M5,2024,Europe,Black,Hybrid,Automatic,3.1,14790,38729,4509,Low,
X1,2021,Africa,White,Electric,Manual,3.7,147741,79735,8858,High,
M3,2014,South America,Black,Hybrid,Manual,1.5,196714,113768,4246,Low,
X3,2019,North America,Red,Diesel,Automatic,4,81720,38496,3000,Low,
X3,2016,North America,Silver,Petrol,Automatic,4,35847,119824,1830,Low,
M5,2011,Asia,Silver,Diesel,Automatic,3.1,145296,73963,769,Low,
X5,2019,Europe,Silver,Hybrid,Manual,2.7,83306,35642,462,Low,
X1,2017,Asia,Red,Diesel,Manual,4.4,179291,32517,7169,High,
3 Series,2013,Africa,Red,Petrol,Automatic,4.2,124575,89341,3473,Low,
M3,2021,North America,Silver,Petrol,Manual,4.9,25903,85159,5901,Low,
5 Series,2012,South America,White,Hybrid,Manual,2.8,142856,73508,7456,High,
X3,2019,North America,Grey,Diesel,Manual,4.7,58626,46795,3731,Low,
X6,2020,Middle East,Silver,Diesel,Automatic,1.8,37675,45809,2011,Low,
M5,2017,Europe,Silver,Petrol,Automatic,2.9,127793,93183,254,Low,
5 Series,2011,South America,Grey,Petrol,Automatic,3.1,170211,75326,1110,Low,
M3,2020,Middle East,Silver,Diesel,Manual,3,24879,116457,1856,Low,
7 Series,2020,Middle East,White,Petrol,Manual,3.7,184070,51643,2584,Low,
7 Series,2022,Europe,White,Electric,Automatic,2.1,3081,80371,5826,Low,
X5,2012,Asia,Blue,Petrol,Manual,4.5,169293,43304,2069,Low,
i8,2021,Africa,Black,Electric,Manual,3.4,131104,62454,8082,High,
X3,2012,Europe,Blue,Diesel,Automatic,4.7,138741,82842,4987,Low,
i8,2019,Africa,Grey,Petrol,Automatic,1.5,65113,82399,9312,High,
M3,2020,Africa,Black,Diesel,Automatic,3.7,127295,116450,1253,Low,
X6,2010,Europe,Blue,Diesel,Manual,2.9,37375,79539,6029,Low,
M3,2015,South America,Blue,Diesel,Manual,3.3,72113,105376,8041,High,
X6,2011,Africa,White,Diesel,Automatic,4.1,191056,88441,7592,High,
i8,2010,Africa,Red,Diesel,Manual,2.3,141930,105310,7257,High,
i8,2011,South America,Blue,Electric,Automatic,2.2,131483,92183,516,Low,
M3,2021,Europe,Red,Electric,Manual,4,182337,47168,4108,Low,
X6,2015,North America,White,Petrol,Manual,3.3,13412,38106,7435,High,
X5,2023,North America,Black,Hybrid,Automatic,2.3,176223,79177,6507,Low,
X6,2013,Middle East,Red,Diesel,Automatic,3.2,98266,64393,6022,Low,
7 Series,2015,Africa,White,Diesel,Automatic,3.1,189854,51351,7586,High,
7 Series,2021,Africa,Grey,Diesel,Automatic,3.9,146243,37942,6183,Low,
7 Series,2018,Africa,White,Petrol,Manual,1.5,79202,88589,1131,Low,
X1,2022,Europe,White,Electric,Automatic,3.6,74506,92726,8685,High,
i3,2019,South America,Blue,Petrol,Manual,3.6,56824,67719,2873,Low,
i3,2021,Europe,Red,Petrol,Automatic,4.1,31092,51083,5098,Low,
X5,2019,North America,Grey,Hybrid,Manual,4.6,176662,116176,2620,Low,
X3,2017,Middle East,Red,Petrol,Manual,3,139950,71262,6558,Low,
M5,2010,North America,Silver,Petrol,Automatic,2.7,163899,30139,3554,Low,
i3,2022,North America,Black,Electric,Automatic,1.9,160614,117180,2966,Low,
X3,2017,Africa,Red,Electric,Automatic,2.7,55415,65717,5887,Low,
M5,2018,North America,Silver,Hybrid,Automatic,1.7,71586,112226,5696,Low,
M3,2015,Asia,Red,Hybrid,Automatic,4.3,37328,57179,4932,Low,
3 Series,2019,South America,Grey,Hybrid,Manual,4.3,131888,113938,5336,Low,
i3,2024,Middle East,Blue,Hybrid,Manual,3,80753,42448,329,Low,
3 Series,2014,South America,Blue,Petrol,Automatic,2.4,55031,36329,3337,Low,
X3,2015,Africa,Grey,Diesel,Automatic,1.9,8357,110302,4327,Low,
i8,2022,Asia,White,Hybrid,Manual,4.5,147908,87308,1271,Low,
M3,2015,North America,Grey,Electric,Manual,4.6,116558,99604,8838,High,
i8,2018,Middle East,Black,Petrol,Manual,2.4,91709,54573,5343,Low,
5 Series,2013,Africa,Grey,Hybrid,Manual,3.7,164511,84496,4581,Low,
5 Series,2011,South America,Blue,Petrol,Manual,2.4,118881,77598,5321,Low,
5 Series,2020,North America,Black,Diesel,Automatic,2.3,184345,35175,3638,Low,
X6,2020,Middle East,White,Hybrid,Manual,1.6,150898,116850,267,Low,
3 Series,2018,North America,Red,Hybrid,Manual,3.5,130558,48357,8115,High,
M3,2011,Europe,White,Diesel,Automatic,2,179268,86411,5555,Low,
M3,2019,South America,Black,Electric,Manual,1.5,196576,62784,4427,Low,
X3,2018,Asia,Black,Electric,Automatic,1.9,40724,70127,7244,High,
X1,2011,Middle East,Silver,Hybrid,Automatic,2.6,111298,92903,7127,High,
i3,2021,Asia,Blue,Diesel,Manual,3.8,75933,110375,1912,Low,
X1,2017,South America,Blue,Petrol,Manual,2.2,73597,110146,2292,Low,
X6,2018,South America,Red,Diesel,Automatic,4.6,196787,34306,3832,Low,
X1,2021,Africa,Black,Diesel,Manual,2.5,83983,72716,9867,High,
i8,2019,Europe,White,Hybrid,Automatic,2.7,158341,33883,3921,Low,
i3,2018,Africa,Red,Diesel,Automatic,2.3,90082,40240,6059,Low,
X3,2019,Asia,Black,Petrol,Manual,2.4,40089,77689,6733,Low,
i3,2018,Middle East,Blue,Diesel,Manual,1.8,153067,46696,9824,High,
7 Series,2011,Africa,Grey,Diesel,Manual,2.5,172343,49222,6481,Low,
X1,2013,South America,Silver,Petrol,Manual,4.5,92857,55166,9534,High,
5 Series,2016,Europe,Grey,Electric,Manual,3.9,72531,106147,4266,Low,
M3,2021,Middle East,Blue,Hybrid,Automatic,4.6,168117,82594,5323,Low,
X6,2011,Europe,Red,Diesel,Manual,1.9,152301,72134,9906,High,
M3,2010,North America,Blue,Hybrid,Manual,3.1,45386,75406,2411,Low,
X1,2012,North America,Grey,Petrol,Manual,2.3,70547,55168,5013,Low,
5 Series,2021,Africa,Black,Petrol,Manual,4,82726,101781,9310,High,
X3,2013,Europe,Blue,Electric,Automatic,4.9,71939,36699,3795,Low,
i3,2017,Europe,Silver,Diesel,Manual,4.4,104621,119827,5597,Low,
X3,2015,Africa,White,Electric,Automatic,1.6,26921,50786,8788,High,
X1,2020,North America,Blue,Diesel,Manual,2.6,54557,86406,3737,Low,
3 Series,2011,North America,Black,Hybrid,Manual,1.6,68515,43171,7961,High,
i3,2024,Africa,Silver,Diesel,Automatic,1.6,13164,67279,934,Low,
M5,2018,Middle East,Black,Electric,Automatic,1.8,35605,101678,613,Low,
3 Series,2023,Africa,Grey,Hybrid,Automatic,2.5,97959,46497,553,Low,
M5,2011,Africa,Black,Electric,Automatic,2.6,168849,104389,7222,High,
M3,2022,Middle East,Red,Diesel,Automatic,2.9,137092,97162,6115,Low,
X6,2024,South America,White,Diesel,Automatic,2.9,150315,117602,2181,Low,
i3,2021,Africa,Blue,Petrol,Manual,4.2,197085,57341,3709,Low,
i8,2014,North America,Silver,Diesel,Automatic,2,128246,80378,6560,Low,
i8,2021,Asia,Blue,Hybrid,Automatic,2.1,125060,71932,5287,Low,
X1,2013,Europe,White,Hybrid,Manual,3.7,98034,42262,2334,Low,
M3,2022,South America,Black,Electric,Automatic,3.5,91469,105849,2066,Low,
i3,2016,North America,Blue,Hybrid,Manual,2,28362,88212,7317,High,
i3,2017,North America,Silver,Electric,Manual,4.5,46579,114361,9625,High,
X3,2014,Middle East,Red,Hybrid,Automatic,2.7,57119,100377,2698,Low,
X6,2019,North America,White,Electric,Manual,2.8,30044,95411,2732,Low,
X6,2023,Asia,Black,Petrol,Automatic,3,173378,61818,2826,Low,
X3,2023,Middle East,Red,Diesel,Manual,2.6,159116,55169,9366,High,
5 Series,2014,Middle East,White,Hybrid,Automatic,3.5,190085,77333,3587,Low,
X6,2011,Europe,White,Diesel,Automatic,2.9,19833,86948,8044,High,
i3,2017,North America,White,Hybrid,Manual,2.4,163375,71193,571,Low,
i8,2023,Africa,Red,Electric,Manual,4.7,115163,106410,4032,Low,
X1,2011,Europe,Silver,Electric,Automatic,2.6,136414,56065,8015,High,
M5,2019,Africa,Grey,Electric,Automatic,3.9,117526,77616,9756,High,
X3,2021,Africa,White,Hybrid,Automatic,2.7,1893,116752,2182,Low,
i8,2015,North America,Silver,Hybrid,Automatic,3,171493,48676,4414,Low,
5 Series,2017,Europe,Silver,Electric,Automatic,2.3,187252,106905,7691,High,
i3,2015,Middle East,White,Hybrid,Automatic,4.1,128039,108000,1958,Low,
M3,2013,Europe,Red,Hybrid,Automatic,4.1,61744,74190,9227,High,
3 Series,2022,North America,Red,Diesel,Manual,1.6,184865,66912,7027,High,
M5,2013,Asia,Silver,Electric,Automatic,1.7,23036,39782,3167,Low,
X3,2015,Middle East,Black,Hybrid,Manual,4.7,117221,68782,2942,Low,
3 Series,2023,South America,Blue,Diesel,Manual,4.6,63686,114679,5581,Low,
M3,2024,North America,Silver,Electric,Manual,3.3,197120,78800,6984,Low,
X1,2022,Europe,Silver,Diesel,Manual,3.2,11615,46855,5213,Low,
i3,2013,South America,Grey,Diesel,Automatic,4.3,59413,40124,5112,Low,
X3,2017,Middle East,Grey,Diesel,Manual,2,5351,62637,3113,Low,
5 Series,2018,Africa,White,Electric,Automatic,3.8,12483,58360,8141,High,
M3,2010,South America,White,Electric,Manual,3.2,103038,47092,6506,Low,
i3,2022,Middle East,Red,Diesel,Manual,4.1,5840,33044,7408,High,
X1,2013,Asia,Silver,Petrol,Manual,1.6,161506,93535,8644,High,
X3,2013,Middle East,Silver,Hybrid,Automatic,3.6,28029,46871,9516,High,
M3,2011,Europe,Red,Electric,Manual,3.4,22230,77825,4357,Low,
7 Series,2015,Middle East,Red,Diesel,Manual,4.4,111324,62963,8624,High,
5 Series,2012,Middle East,White,Electric,Manual,3.9,20920,58643,6255,Low,
M5,2016,Europe,Grey,Petrol,Automatic,4.6,26049,108337,8398,High,
M5,2022,Middle East,Black,Diesel,Automatic,4.6,142701,72252,9563,High,
i8,2020,Asia,Black,Petrol,Automatic,2.9,109819,107271,5710,Low,
i3,2020,Asia,Red,Petrol,Automatic,2,130757,86873,519,Low,
7 Series,2014,Africa,Black,Electric,Manual,3.7,148214,102593,719,Low,
5 Series,2013,Europe,Silver,Hybrid,Automatic,4.6,69697,75900,6436,Low,
3 Series,2014,Asia,Black,Petrol,Automatic,1.8,42379,55357,5365,Low,
i3,2017,Middle East,Black,Diesel,Automatic,3.5,195193,82946,144,Low,
X1,2012,Africa,White,Hybrid,Manual,1.9,28036,36952,8722,High,
M3,2023,Asia,Blue,Electric,Automatic,1.6,154601,77116,8791,High,
X6,2016,Middle East,Blue,Petrol,Manual,3.9,59982,30191,1443,Low,
3 Series,2024,Middle East,Black,Hybrid,Manual,3.9,135689,103564,9141,High,
X5,2023,Middle East,Grey,Hybrid,Manual,3.6,94960,86531,6630,Low,
X3,2015,Africa,Silver,Diesel,Manual,4.5,199020,61018,8460,High,
i8,2021,North America,Silver,Petrol,Manual,1.8,65414,63154,7623,High,
5 Series,2010,Asia,Blue,Electric,Manual,1.9,102485,71982,2176,Low,
7 Series,2022,North America,Grey,Petrol,Manual,4.5,22531,78150,2968,Low,
M3,2016,Asia,White,Hybrid,Manual,3.3,57921,104808,5933,Low,
7 Series,2023,Middle East,White,Petrol,Manual,2.5,43192,50462,8409,High,
X6,2022,Asia,White,Hybrid,Automatic,4.1,107289,56937,3754,Low,
7 Series,2016,Europe,Grey,Electric,Manual,4.6,4629,71207,3697,Low,
X5,2023,Middle East,Blue,Hybrid,Automatic,3.9,124868,108263,7616,High,
i3,2024,South America,White,Diesel,Automatic,4.3,44022,78474,3588,Low,
M3,2021,Middle East,Grey,Hybrid,Automatic,2.5,17981,50343,4632,Low,
i8,2010,North America,Red,Petrol,Manual,2.5,83624,38650,6833,Low,
5 Series,2018,South America,Blue,Petrol,Automatic,4.5,21,55195,9860,High,
X3,2015,Europe,Red,Petrol,Manual,3.7,48666,42642,7886,High,
M3,2024,Asia,Silver,Electric,Automatic,2.3,128641,65928,9993,High,
7 Series,2021,Africa,White,Hybrid,Manual,3.3,19220,63551,1104,Low,
i8,2011,Africa,Blue,Petrol,Automatic,3.9,173144,60565,3367,Low,
X3,2014,Middle East,Black,Hybrid,Manual,2.3,16405,66912,4456,Low,
7 Series,2022,Africa,Red,Hybrid,Manual,3.8,1928,98451,1001,Low,
M5,2020,North America,Black,Diesel,Manual,1.6,89758,91891,305,Low,
7 Series,2013,Europe,Blue,Hybrid,Manual,2.6,143020,63399,6732,Low,
X5,2016,Africa,Grey,Diesel,Manual,3.9,58880,81000,9431,High,
i8,2017,Europe,Blue,Electric,Manual,2,190990,53206,2019,Low,
X3,2020,Europe,Grey,Petrol,Automatic,2.3,112797,68942,2568,Low,
i8,2023,Africa,White,Hybrid,Manual,4.6,126029,103506,3593,Low,
X6,2024,Middle East,Silver,Electric,Manual,3.9,120353,117515,8548,High,
X1,2020,North America,Grey,Electric,Automatic,3.2,129688,50144,9657,High,
i8,2010,North America,Grey,Hybrid,Automatic,2.2,170424,66568,8449,High,
X1,2014,Africa,Silver,Electric,Manual,2.7,23584,62697,8825,High,
i8,2024,Asia,Blue,Electric,Manual,3.5,21588,77003,2318,Low,
3 Series,2012,Europe,Black,Diesel,Manual,2,129247,50369,3789,Low,
i3,2010,Africa,Grey,Diesel,Manual,3.2,77327,60555,2303,Low,
M3,2021,Middle East,Red,Petrol,Automatic,2.9,162884,116378,707,Low,
i8,2012,North America,Black,Petrol,Manual,3.2,71322,80326,2019,Low,
5 Series,2023,Asia,White,Electric,Automatic,1.9,73113,104038,4144,Low,
5 Series,2015,South America,Blue,Petrol,Automatic,1.9,193469,61591,2448,Low,
M3,2023,Middle East,Silver,Diesel,Automatic,4.9,71698,37553,8237,High,
3 Series,2016,Asia,Grey,Electric,Manual,4.9,64457,88686,6516,Low,
i3,2017,Middle East,Black,Hybrid,Automatic,3,185331,94161,7473,High,
i8,2022,Asia,Blue,Hybrid,Manual,4.3,178638,88226,7795,High,
M5,2020,Africa,Red,Hybrid,Automatic,3.8,90337,114873,895,Low,
i8,2013,Middle East,Blue,Electric,Manual,1.9,53853,100581,240,Low,
i3,2012,Middle East,Blue,Hybrid,Automatic,2.5,74893,90581,3974,Low,
3 Series,2014,Europe,Red,Diesel,Manual,2.6,21334,103231,905,Low,
X6,2018,Middle East,White,Petrol,Automatic,3.6,70000,42427,5421,Low,
i3,2022,Europe,White,Hybrid,Automatic,3.5,67206,98410,2961,Low,
X3,2015,Europe,White,Electric,Manual,4.7,173165,108458,5645,Low,
i3,2024,Europe,Silver,Electric,Manual,4.3,16601,117852,7390,High,
i3,2018,Middle East,Grey,Diesel,Manual,4.5,194140,61441,3931,Low,
7 Series,2024,South America,Black,Diesel,Manual,4.6,157743,107456,4386,Low,
7 Series,2015,Africa,Grey,Petrol,Manual,4.3,181597,65238,6801,Low,
M3,2011,South America,Black,Diesel,Automatic,2.7,199725,77292,1611,Low,
X5,2022,Asia,White,Hybrid,Automatic,2.3,151149,80257,8459,High,
3 Series,2014,Europe,Red,Diesel,Automatic,3.5,101462,64682,9257,High,
X6,2021,Europe,Black,Electric,Manual,3.9,81609,39649,2107,Low,
X3,2020,South America,White,Electric,Manual,2.9,53486,95888,7954,High,
X1,2018,Asia,Black,Petrol,Automatic,4.5,2329,116330,3081,Low,
i8,2017,Asia,Grey,Petrol,Automatic,4.9,134901,57219,1540,Low,
M3,2016,South America,White,Hybrid,Automatic,3.5,30656,58547,6078,Low,
M5,2010,Asia,Grey,Hybrid,Manual,3.1,44648,35004,4715,Low,
X6,2013,Europe,Black,Electric,Automatic,4.5,142724,79141,1816,Low,
7 Series,2021,Europe,Grey,Electric,Automatic,1.6,43844,33429,5201,Low,
i3,2016,Asia,Black,Hybrid,Automatic,2,6286,77195,622,Low,
i8,2020,South America,Black,Diesel,Manual,4.5,80473,74393,8836,High,
X3,2016,Africa,Blue,Petrol,Manual,4.1,11299,65198,6865,Low,
3 Series,2024,Asia,Silver,Electric,Automatic,3,61430,39623,4018,Low,
M5,2015,Asia,White,Hybrid,Manual,4.6,186874,61168,6506,Low,
X3,2017,Europe,Silver,Diesel,Automatic,2.7,1881,105997,2156,Low,
M5,2020,Europe,Black,Petrol,Automatic,3.7,108273,81327,7021,High,
i8,2022,Middle East,Black,Petrol,Automatic,3.7,44316,116887,4911,Low,
X1,2015,Asia,White,Hybrid,Manual,2.1,60326,76300,7135,High,
i3,2019,Europe,Red,Electric,Automatic,2.5,164373,101485,5041,Low,
X3,2012,South America,Red,Hybrid,Automatic,4.7,8893,58478,2426,Low,
i3,2013,Europe,Grey,Diesel,Manual,2.1,16320,106543,5836,Low,
X5,2023,Middle East,Black,Hybrid,Automatic,2.1,162267,107301,2455,Low,
X5,2012,Asia,White,Electric,Automatic,3.2,43821,64581,7054,High,
i8,2010,Europe,Blue,Petrol,Manual,1.8,92518,69603,1771,Low,
7 Series,2024,Asia,White,Hybrid,Automatic,4.6,28882,115456,7492,High,
5 Series,2019,Europe,Red,Diesel,Manual,1.9,198910,77103,943,Low,
7 Series,2014,South America,White,Electric,Manual,3.7,166504,30901,1464,Low,
X1,2024,North America,Grey,Diesel,Manual,2.7,153588,43752,8121,High,
X3,2010,South America,Red,Diesel,Manual,4.3,98814,34983,5814,Low,
X1,2010,South America,Red,Petrol,Manual,3.6,64075,113280,2956,Low,
X3,2011,Europe,Blue,Petrol,Automatic,2.9,171701,103206,8264,High,
M3,2022,North America,Red,Petrol,Manual,4.9,46313,119696,8294,High,
X3,2013,Europe,Blue,Petrol,Manual,1.7,109957,86554,8957,High,
X5,2015,South America,Blue,Electric,Automatic,3.5,106102,93497,6621,Low,
i8,2017,Asia,Black,Electric,Automatic,5,41442,57986,8023,High,
X3,2022,Asia,Grey,Electric,Automatic,3.9,60992,109025,2153,Low,
i3,2012,Europe,Blue,Petrol,Automatic,4.1,160507,94199,6339,Low,
i3,2010,Asia,Red,Hybrid,Manual,1.6,121990,57463,9162,High,
7 Series,2012,Asia,White,Hybrid,Manual,1.6,71803,104505,845,Low,
7 Series,2021,Europe,Blue,Hybrid,Automatic,1.6,106807,33258,1848,Low,
3 Series,2012,Asia,Blue,Hybrid,Automatic,5,87168,106785,4270,Low,
M5,2014,Middle East,Black,Diesel,Automatic,4.9,17561,83810,4231,Low,
X3,2020,North America,Red,Petrol,Manual,2.7,19740,33424,8343,High,
X6,2021,Middle East,Red,Petrol,Manual,2.5,25636,68162,1631,Low,
i3,2021,Asia,Red,Hybrid,Automatic,2,152260,92692,3572,Low,
X1,2013,Africa,Grey,Diesel,Manual,2.7,108509,56216,3279,Low,
X5,2022,Asia,Silver,Electric,Automatic,2.8,115398,70241,8633,High,
X3,2013,Asia,Grey,Petrol,Manual,4.1,160501,74088,2925,Low,
X6,2018,Europe,Silver,Electric,Automatic,4.5,180862,30906,848,Low,
i3,2016,Middle East,Black,Diesel,Manual,4.1,121458,89487,9159,High,
5 Series,2013,South America,White,Electric,Automatic,3.8,16851,79165,2042,Low,
X3,2012,Asia,Red,Hybrid,Manual,4.2,18267,86357,7691,High,
M5,2015,North America,Grey,Electric,Automatic,4.1,191110,77171,3830,Low,
X5,2012,Asia,Black,Diesel,Manual,3.2,153776,58283,1543,Low,
X1,2015,South America,Blue,Electric,Automatic,2.7,77500,76319,7782,High,
X5,2020,Asia,Black,Diesel,Manual,2.5,130189,51601,605,Low,
i8,2022,Asia,Blue,Hybrid,Manual,3.9,130711,44017,7228,High,
i3,2020,Middle East,Silver,Petrol,Automatic,4.9,84530,41040,1768,Low,
i8,2022,Asia,White,Diesel,Manual,3.5,116766,83768,5712,Low,
i3,2022,South America,Black,Diesel,Automatic,4.7,179143,52025,1621,Low,
7 Series,2021,South America,Black,Diesel,Manual,1.5,130138,39495,292,Low,
M3,2018,Middle East,Blue,Petrol,Manual,4.3,53418,54374,1410,Low,
X5,2015,Asia,Black,Hybrid,Automatic,4.5,15612,45681,526,Low,
X5,2021,North America,Grey,Diesel,Automatic,3.7,137906,92820,5703,Low,
X3,2013,Africa,Black,Diesel,Manual,4.8,172810,65752,6558,Low,
M3,2024,North America,White,Diesel,Manual,3.6,133647,96262,6275,Low,
i3,2014,Middle East,White,Hybrid,Manual,2.3,137948,78989,3203,Low,
i3,2022,Africa,White,Petrol,Manual,2.3,177053,46309,9599,High,
3 Series,2015,Middle East,Black,Diesel,Automatic,3.4,68012,64739,7833,High,
i3,2020,Europe,Black,Petrol,Automatic,4.7,77510,72132,8600,High,
i3,2012,North America,Silver,Electric,Manual,1.8,14863,53894,133,Low,
i8,2017,Asia,Red,Hybrid,Manual,3.6,50403,77105,6185,Low,
3 Series,2013,Europe,Silver,Hybrid,Manual,4.2,161182,33527,7483,High,
i8,2017,Middle East,Grey,Diesel,Manual,1.9,187402,106627,4933,Low,
X6,2019,North America,White,Petrol,Manual,1.9,171218,86287,5277,Low,
5 Series,2019,South America,Black,Electric,Manual,2.8,1357,103756,7600,High,
M3,2012,South America,Red,Diesel,Automatic,2.5,147193,70990,484,Low,
X5,2019,Asia,Blue,Diesel,Manual,2.2,171470,30581,3276,Low,
i3,2016,North America,Black,Hybrid,Automatic,2.2,167431,36152,7001,High,
5 Series,2020,Middle East,Black,Electric,Manual,2,103402,43900,7243,High,
X5,2022,Africa,Silver,Diesel,Manual,3.6,76631,66247,2831,Low,
X3,2021,South America,Silver,Hybrid,Automatic,3.9,163900,65060,4844,Low,
M5,2018,North America,Red,Electric,Manual,4,149413,108742,8269,High,
i8,2013,Middle East,Black,Diesel,Automatic,3.4,16054,82944,2375,Low,
3 Series,2017,North America,Red,Hybrid,Manual,4.8,184972,111559,6676,Low,
X6,2012,South America,Red,Petrol,Manual,4.6,46545,52072,354,Low,
X5,2016,South America,Red,Electric,Manual,4.9,54589,117459,9959,High,
X1,2012,South America,Grey,Petrol,Manual,2.9,73269,58239,3922,Low,
X3,2021,Asia,Blue,Electric,Manual,4.6,59233,102173,2212,Low,
M5,2024,Europe,Silver,Hybrid,Manual,4.2,194626,87136,3783,Low,
5 Series,2024,South America,White,Petrol,Manual,2.7,78205,49192,7949,High,
5 Series,2016,Africa,Red,Petrol,Manual,1.9,50878,102939,5353,Low,
i3,2023,North America,Red,Hybrid,Manual,3.9,86887,40765,4300,Low,
M3,2020,Africa,White,Diesel,Manual,2,91767,119508,6311,Low,
i3,2019,Europe,Blue,Hybrid,Manual,2.5,176710,113804,9429,High,
7 Series,2019,Europe,Black,Hybrid,Manual,3.3,179976,71021,496,Low,
3 Series,2020,Europe,Silver,Diesel,Automatic,3.9,62140,53082,6679,Low,
M3,2020,South America,Blue,Petrol,Manual,4.7,170289,33213,315,Low,
X3,2015,Africa,Blue,Electric,Manual,3.6,25786,86114,6873,Low,
X5,2011,Africa,White,Petrol,Manual,3.8,93359,102955,6368,Low,
X6,2020,Africa,Grey,Hybrid,Automatic,2.6,51728,106992,5982,Low,
M5,2012,South America,Silver,Hybrid,Manual,3.9,58163,73034,2029,Low,
7 Series,2015,Europe,Silver,Petrol,Automatic,3,113862,46305,1438,Low,
i8,2023,South America,Silver,Diesel,Manual,4.5,164914,87783,6093,Low,
5 Series,2013,Africa,Red,Petrol,Manual,2.9,72260,44981,4073,Low,
7 Series,2015,Asia,White,Electric,Manual,3.1,47822,60424,1229,Low,
i8,2010,North America,Grey,Electric,Manual,3,87489,46783,8853,High,
X3,2019,Middle East,Black,Petrol,Manual,4.3,2744,67907,2160,Low,
X5,2021,Middle East,Red,Hybrid,Manual,4.8,19342,77202,7256,High,
M5,2010,Africa,Red,Petrol,Automatic,2.6,166500,39545,4659,Low,
X6,2012,Europe,Red,Diesel,Automatic,3.2,104306,90614,6973,Low,
M5,2017,South America,Silver,Diesel,Automatic,4,139905,103034,5373,Low,
5 Series,2017,South America,Red,Diesel,Automatic,4.6,159960,54352,9826,High,
X1,2020,North America,Black,Petrol,Automatic,3.2,794,64877,6371,Low,
X3,2013,Middle East,Grey,Electric,Automatic,1.9,47155,70931,6693,Low,
M3,2015,South America,White,Petrol,Manual,2.8,92788,65934,7052,High,
X3,2024,Asia,Grey,Petrol,Automatic,3.4,72564,59627,290,Low,
i8,2017,South America,Blue,Petrol,Manual,3,197650,34818,2924,Low,
X5,2016,South America,Red,Diesel,Manual,2.2,135785,65903,6345,Low,
M3,2020,Middle East,Black,Petrol,Automatic,1.6,35823,69024,6821,Low,
M3,2016,Africa,Silver,Diesel,Manual,3.9,90269,97123,6202,Low,
M3,2022,Middle East,Blue,Hybrid,Automatic,5,70128,79840,8547,High,
3 Series,2013,North America,Red,Petrol,Automatic,4.7,104521,94834,833,Low,
i8,2018,Europe,White,Diesel,Manual,3.9,106462,86544,8402,High,
7 Series,2021,North America,Grey,Hybrid,Automatic,4.4,157516,107820,3561,Low,
X6,2019,Asia,Black,Electric,Manual,2.4,79500,42500,9894,High,
3 Series,2015,Middle East,Blue,Petrol,Automatic,3.7,75674,57842,1571,Low,
X6,2023,Europe,Grey,Hybrid,Manual,1.7,179629,84555,2017,Low,
X3,2021,North America,Grey,Electric,Manual,4,64786,85380,6305,Low,
i8,2020,Asia,Silver,Electric,Automatic,4.9,86162,113872,8778,High,
3 Series,2012,Middle East,White,Petrol,Automatic,4.5,115172,64926,6705,Low,
X5,2014,Middle East,Blue,Hybrid,Manual,3.4,191912,32240,2609,Low,
